FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,Class
17.415,20.874,9.562,10.935,9.328,14.364,4.639,7.772,3.459,6.765,5.005,-0.031,1.536,6.236,6.663,22.512,5.056,2.574,6.276,6.958,1.526,4.272,3.499,4.496,1.058,10.437,2.33,10.061,2.858,-1.302,3.011,36.011,12.238,16.764,4.089,13.224,9.288,5.91,18.229,3.855,7.487,5.381,7.131,6.378,2.452,6.114,5.127,11.749,4.456,5.778,5.747,3.835,3.245,2.167,3.001,-0.702,-1.556,3.174,-0.264,4.415,7.721,3.896,3.103,16.754,c
15.951,19.409,7.121,9.959,8.352,13.387,3.662,6.795,2.482,5.788,3.54,-1.495,0.071,3.306,5.198,19.582,4.079,1.597,5.3,5.981,2.014,4.761,3.988,4.985,2.523,10.925,0.376,10.061,2.858,-0.814,1.546,34.058,9.796,15.299,2.625,11.759,7.334,4.445,16.764,2.391,6.022,3.916,6.154,5.402,1.475,4.161,3.174,10.773,4.456,5.778,4.771,3.835,2.757,1.678,1.536,-1.19,-2.533,3.174,-0.753,5.391,8.209,4.384,1.149,12.36,c
14.486,17.944,4.679,8.006,7.863,11.922,3.174,5.33,1.506,4.323,2.075,-1.984,-0.905,-1.088,3.245,17.141,3.591,0.621,4.323,4.517,2.502,5.737,3.988,5.473,3.988,10.925,-2.065,10.549,2.858,-0.326,-1.383,32.104,8.331,13.346,1.648,10.295,4.893,3.469,15.788,1.414,4.557,1.475,4.69,3.937,0.987,1.231,1.221,9.796,3.967,5.29,3.306,3.835,1.78,1.678,-1.394,-1.19,-3.998,2.686,-1.729,6.368,8.209,4.873,-1.292,9.43,c
14.486,17.456,3.703,6.541,8.84,10.946,3.662,4.354,1.994,3.347,1.099,-2.96,-0.905,-4.018,2.757,16.164,2.614,0.132,2.858,3.052,2.014,6.226,3.499,5.473,4.476,9.46,-3.53,11.037,2.37,-0.326,-3.825,30.151,7.843,12.37,1.648,8.341,2.94,1.516,15.299,0.437,4.557,-0.478,3.713,2.96,1.475,-1.699,-0.244,9.796,3.479,4.313,1.841,2.37,1.78,1.19,-3.835,-1.678,-4.486,1.709,-2.706,6.856,7.721,3.896,-3.245,8.453,c
15.951,17.456,4.191,5.564,10.305,10.946,4.15,4.354,2.97,2.858,1.099,-2.472,-0.417,-4.995,2.757,16.164,2.614,-0.356,2.37,2.075,2.502,5.737,3.011,4.496,4.476,7.019,-4.995,10.061,1.882,-0.814,-4.313,29.175,9.308,11.882,2.625,7.853,2.94,0.539,15.299,-0.051,5.046,-1.943,3.225,2.96,2.452,-4.14,-1.221,10.284,3.479,2.848,1.353,0.905,1.78,0.702,-4.812,-2.655,-3.998,0.732,-3.682,6.368,7.233,3.896,-4.71,8.942,c
17.415,18.433,5.656,5.564,12.258,11.922,5.127,4.842,4.435,2.858,1.587,-2.472,0.559,-4.018,3.245,15.676,3.103,-0.844,2.858,0.61,2.502,5.249,2.523,3.031,3.499,4.089,-4.018,9.084,1.394,-1.79,-3.337,29.175,10.773,12.37,4.089,8.341,3.428,0.051,16.764,-0.051,5.534,-2.92,3.713,3.937,3.916,-3.652,-0.244,11.261,3.479,1.872,1.841,-1.048,1.78,0.214,-3.347,-3.632,-3.51,0.244,-4.171,5.391,7.721,3.896,-3.245,9.918,c
18.392,19.409,7.121,6.541,12.258,12.899,6.104,5.33,4.924,2.858,2.075,-2.96,0.559,-3.042,3.733,15.188,3.591,-2.309,3.835,-0.854,2.502,4.761,3.011,1.567,3.011,2.136,-2.065,7.619,2.37,-2.279,-1.383,30.151,11.749,13.346,4.089,8.83,4.405,0.539,17.741,-0.051,5.534,-3.896,3.713,4.913,3.916,-2.187,0.732,12.238,3.967,0.407,3.306,-2.513,1.78,-0.275,-1.394,-5.096,-3.021,0.244,-3.682,3.927,8.209,4.384,-1.78,10.895,c
17.415,18.433,6.632,6.541,11.281,12.899,5.615,4.842,3.947,2.37,2.075,-3.448,0.071,-2.553,3.733,14.699,3.591,-3.774,4.812,-1.831,3.479,4.272,4.476,0.59,3.499,1.16,-0.112,6.643,4.323,-2.767,0.081,29.663,10.773,12.858,3.113,8.83,4.405,0.051,17.253,-1.516,4.557,-4.873,4.201,4.425,3.428,-0.722,1.709,11.749,4.944,-0.57,5.259,-3.001,2.268,-1.251,0.559,-5.585,-3.998,0.732,-3.194,3.927,9.674,5.361,0.173,9.918,c
13.997,15.991,4.191,4.1,8.352,10.946,3.662,2.889,1.506,-0.559,0.122,-4.913,-1.882,-4.506,3.245,13.234,3.103,-5.239,5.3,-2.319,3.967,4.761,5.941,1.078,4.476,1.16,1.353,7.131,5.3,-2.279,-0.407,27.222,6.866,10.417,0.671,6.388,2.94,-2.391,14.323,-2.981,3.092,-6.826,2.736,2.472,0.987,-0.722,1.709,9.796,5.92,-1.058,6.724,-2.024,1.78,-1.74,0.559,-6.073,-5.463,1.221,-2.706,4.415,11.139,6.337,0.173,7.477,c
9.115,11.597,0.285,-0.295,4.445,7.528,0.244,-0.529,-1.912,-3.489,-2.319,-6.866,-3.835,-7.436,2.757,10.305,2.126,-6.704,5.788,-2.808,4.456,5.249,6.917,2.055,5.941,1.648,0.865,8.108,6.276,-2.279,-1.383,22.827,1.984,5.534,-3.235,1.994,0.498,-6.297,10.417,-5.422,1.139,-9.267,2.248,-0.946,-2.431,-2.675,0.732,5.89,6.409,-1.058,7.701,-1.048,1.292,-2.228,-0.417,-5.585,-6.927,2.197,-2.706,5.88,12.115,6.826,-1.292,3.082,c
4.232,6.714,-4.11,-5.178,0.539,3.133,-2.686,-4.435,-4.842,-6.907,-4.761,-8.82,-5.3,-9.878,2.268,5.422,1.638,-7.192,5.3,-3.296,4.944,5.249,7.894,3.52,6.917,1.648,0.376,9.572,6.276,-2.767,-2.36,16.479,-2.899,0.651,-6.653,-2.401,-2.431,-11.18,5.534,-7.375,-0.326,-10.732,1.272,-4.364,-5.361,-5.117,-0.244,1.984,6.897,-1.058,7.701,-0.071,1.292,-2.716,-1.882,-5.096,-8.881,2.197,-3.194,6.856,12.604,6.826,-2.268,-2.777,c
0.326,2.808,-7.039,-8.596,-2.391,0.203,-5.127,-6.388,-7.284,-8.372,-5.737,-9.308,-6.276,-10.854,1.292,0.051,1.638,-7.192,5.788,-2.808,4.944,5.249,7.894,4.008,6.917,1.648,-0.112,10.549,6.276,-2.767,-2.36,10.62,-6.317,-2.767,-9.094,-5.33,-3.896,-13.621,1.628,-7.863,-1.302,-11.709,1.272,-6.317,-7.314,-8.046,-0.244,-0.458,6.897,-1.058,7.701,-0.071,1.292,-2.716,-1.882,-4.608,-9.857,2.686,-3.682,7.833,13.092,6.826,-2.268,-7.66,c
-1.139,1.831,-8.016,-9.572,-4.344,-1.261,-6.104,-6.388,-7.772,-8.372,-5.737,-9.796,-6.276,-10.854,0.315,-4.832,2.126,-6.704,6.765,-2.319,5.432,5.249,8.382,4.496,7.406,2.136,1.353,10.549,6.276,-3.255,-0.895,6.226,-7.782,-4.232,-9.583,-5.819,-3.896,-13.133,0.163,-8.352,-1.302,-11.22,1.76,-6.317,-7.802,-8.535,1.221,-1.434,7.874,-0.57,9.165,-0.071,1.292,-2.228,0.071,-4.12,-10.345,3.174,-3.194,7.833,13.58,7.314,-0.804,-10.59,c
-0.651,2.319,-7.039,-8.108,-4.344,-0.773,-5.615,-5.412,-7.284,-6.419,-5.249,-9.308,-5.788,-8.901,0.315,-7.762,2.614,-5.727,8.718,-0.854,5.92,5.737,9.847,4.496,7.894,4.089,3.794,11.037,7.253,-2.767,1.546,4.272,-7.294,-2.767,-9.094,-4.354,-2.92,-10.203,0.163,-6.887,-0.326,-10.244,2.736,-6.317,-7.802,-7.07,3.174,-1.434,8.85,0.407,11.607,0.905,1.78,-2.228,2.513,-3.143,-9.857,3.662,-2.218,8.809,14.557,8.779,1.149,-10.101,c
-0.163,3.296,-5.575,-6.643,-4.344,-0.285,-5.615,-4.924,-6.795,-4.954,-4.272,-8.82,-5.788,-6.46,1.292,-8.25,3.591,-4.751,10.671,1.099,6.409,6.714,11.312,6.449,8.87,7.019,6.236,12.502,8.718,-0.814,3.499,4.761,-6.805,-1.79,-8.606,-2.889,-1.455,-7.273,0.651,-6.399,0.163,-8.291,3.713,-5.829,-7.802,-3.652,5.615,-1.923,10.315,1.872,13.56,2.858,2.268,-1.74,4.954,-1.678,-10.345,5.127,-0.264,10.274,15.045,9.267,3.103,-8.148,c
-0.651,3.784,-5.575,-5.666,-5.32,-0.773,-7.08,-5.412,-7.284,-3.977,-4.272,-9.796,-6.276,-4.995,1.78,-7.273,4.079,-3.286,11.648,3.54,6.897,8.179,12.288,8.891,10.824,10.437,7.701,14.455,9.694,0.651,3.988,5.249,-6.805,-0.814,-8.606,-1.912,-0.966,-5.32,0.651,-5.91,-0.326,-6.337,4.201,-6.805,-8.779,-0.722,7.568,-2.899,10.803,4.313,14.537,5.3,1.78,-1.251,4.954,0.275,-10.834,6.104,0.712,12.227,16.022,10.244,3.591,-6.195,c
-2.604,1.831,-6.551,-5.666,-7.762,-2.726,-9.521,-6.877,-9.237,-3.489,-5.249,-10.773,-7.741,-4.018,2.757,-5.809,3.103,-2.309,11.159,5.005,6.897,9.644,11.8,10.844,11.8,12.878,7.701,15.92,9.206,1.139,2.523,5.737,-8.27,-1.302,-9.583,-2.889,-1.943,-4.832,-0.814,-6.399,-1.79,-4.873,3.713,-9.247,-11.22,1.231,7.568,-5.829,9.827,5.778,13.072,6.765,1.292,-0.763,3.977,1.251,-12.299,7.08,1.2,14.181,16.022,10.732,2.614,-5.707,c
-5.046,0.366,-8.504,-6.154,-10.203,-5.168,-12.451,-8.341,-11.19,-3.489,-6.714,-10.773,-8.718,-4.018,2.268,-4.344,1.638,-0.844,9.694,5.981,6.409,10.132,10.824,11.332,11.312,13.367,6.236,15.92,8.23,0.651,1.058,5.249,-10.712,-2.767,-11.536,-4.354,-3.408,-4.344,-3.255,-5.91,-3.743,-4.384,2.248,-11.2,-13.173,1.231,6.104,-8.759,8.362,6.266,11.119,6.276,0.315,-0.275,2.024,0.763,-13.275,6.592,0.224,14.669,15.533,10.244,1.149,-6.683,c
-6.999,-1.587,-9.969,-5.178,-11.668,-7.121,-13.916,-9.318,-12.655,-3.001,-8.179,-10.773,-10.183,-4.018,1.292,-3.367,-0.315,-0.356,7.741,5.493,5.92,10.132,9.359,10.356,10.335,12.878,4.283,14.455,6.276,-1.302,0.57,4.761,-12.665,-3.743,-13,-4.842,-4.873,-4.344,-5.697,-5.422,-5.208,-4.384,0.295,-12.177,-14.638,0.254,4.639,-10.712,6.897,5.29,9.654,4.323,-0.661,0.214,1.048,-1.19,-13.275,5.127,-1.241,13.204,14.557,9.267,0.173,-7.66,c
-7.975,-2.563,-10.457,-3.713,-12.644,-8.097,-13.428,-8.341,-13.143,-2.513,-9.155,-9.308,-10.671,-3.53,-0.173,-3.367,-1.78,-0.356,6.276,4.517,5.432,9.155,8.87,8.403,9.359,11.414,2.818,12.502,5.3,-2.279,0.57,3.784,-13.153,-3.743,-13.489,-4.354,-5.849,-3.855,-6.673,-4.934,-6.673,-4.873,-1.658,-11.688,-14.638,-0.234,2.686,-11.688,5.92,4.313,9.654,2.858,-1.638,1.19,1.536,-3.143,-12.299,4.15,-2.218,11.739,14.069,8.779,0.173,-7.172,c
-7.487,-2.563,-9.481,-2.736,-11.668,-7.609,-11.475,-6.877,-12.166,-2.024,-9.644,-7.843,-10.183,-2.553,-1.149,-3.367,-2.268,-0.844,5.788,3.54,4.944,8.179,8.87,6.449,8.87,9.949,2.33,11.037,5.3,-1.79,0.57,3.784,-12.665,-3.743,-13,-3.377,-5.361,-4.344,-7.161,-3.957,-7.161,-5.361,-2.635,-10.223,-13.662,-0.234,0.732,-11.2,6.409,3.825,9.654,1.882,-1.638,1.19,2.024,-3.632,-10.834,3.662,-2.706,9.786,13.58,8.291,0.173,-7.172,c
-6.999,-3.052,-8.993,-3.713,-11.18,-7.121,-9.521,-5.9,-11.19,-2.024,-9.644,-6.866,-9.206,-2.065,-2.126,-3.855,-2.268,-1.333,5.3,2.563,4.944,7.69,9.359,5.961,8.87,9.46,0.376,10.549,5.3,-0.814,0.081,2.808,-11.688,-3.743,-12.512,-2.889,-5.361,-5.809,-7.65,-3.469,-6.673,-5.361,-2.635,-8.759,-12.197,0.743,-0.732,-10.712,6.409,3.337,9.165,2.37,-1.638,0.702,1.536,-2.655,-8.881,3.662,-2.706,9.298,13.58,7.802,-0.315,-7.172,c
-7.487,-3.54,-9.481,-6.154,-10.203,-6.632,-8.057,-5.9,-10.213,-3.001,-9.155,-5.89,-8.23,-2.553,-2.126,-4.832,-1.78,-1.333,4.323,2.563,4.944,7.202,8.382,5.961,8.87,8.972,-2.065,10.061,3.835,-0.814,-1.872,1.831,-11.2,-3.743,-12.024,-2.889,-5.361,-7.762,-8.626,-3.469,-6.185,-5.361,-2.635,-8.27,-10.732,1.231,-3.174,-10.223,5.92,2.848,6.724,2.37,-1.149,0.702,-0.905,-2.167,-7.416,3.662,-3.194,8.321,13.58,7.802,-2.268,-8.636,c
-7.487,-4.517,-10.457,-8.108,-9.715,-6.144,-6.592,-5.9,-9.237,-3.977,-9.155,-5.402,-6.765,-4.506,-3.103,-5.809,-1.292,-1.821,2.37,1.099,3.967,6.714,6.429,4.985,7.406,7.019,-5.483,8.596,0.905,-3.255,-5.29,0.854,-11.2,-4.72,-12.024,-3.866,-5.849,-8.738,-8.626,-3.469,-5.208,-5.849,-3.123,-7.782,-9.755,0.254,-5.615,-9.735,4.456,1.383,2.818,1.394,-0.661,0.214,-4.323,-3.632,-5.951,1.709,-5.636,6.856,12.115,7.314,-5.198,-10.59,c
-6.999,-4.028,-11.434,-8.596,-8.738,-5.656,-6.104,-5.9,-8.748,-4.466,-9.155,-4.913,-5.788,-6.46,-4.567,-6.297,-1.292,-2.797,0.417,-0.366,2.991,5.249,3.499,3.52,4.964,5.066,-8.413,5.178,-3.001,-8.138,-8.708,0.854,-11.688,-4.72,-12.024,-3.866,-6.826,-8.25,-8.138,-3.469,-4.72,-6.337,-3.123,-7.294,-8.779,-2.675,-7.08,-8.27,2.991,-0.57,-0.112,-1.536,-0.173,-0.275,-8.23,-6.561,-4.974,-1.221,-9.054,4.415,10.162,6.337,-8.616,-11.566,c
-5.534,-3.052,-11.434,-7.131,-6.785,-4.191,-4.15,-4.435,-7.772,-4.466,-8.667,-3.937,-4.812,-8.413,-6.032,-6.785,-0.804,-3.286,-0.559,-2.319,2.014,4.272,1.546,0.59,2.523,2.136,-9.878,1.76,-4.954,-12.533,-10.661,2.319,-10.712,-3.743,-11.536,-2.401,-7.802,-6.297,-6.673,-2.981,-4.232,-7.802,-3.611,-5.829,-7.314,-6.093,-8.057,-6.317,2.014,-2.035,-1.088,-4.466,-0.173,-0.763,-10.183,-9.979,-3.998,-4.639,-11.495,1.973,8.209,5.361,-10.569,-11.566,c
-3.581,-0.61,-9.969,-3.713,-4.832,-2.238,-2.197,-2.97,-6.307,-3.001,-8.179,-3.448,-4.323,-8.413,-7.009,-6.297,-0.804,-3.774,-0.559,-3.784,1.526,3.296,1.058,-0.875,1.058,0.183,-9.389,-0.193,-4.954,-13.997,-10.661,3.784,-9.247,-1.302,-10.559,-0.448,-7.802,-4.344,-4.72,-2.492,-3.743,-8.779,-3.611,-3.876,-5.849,-8.046,-7.568,-3.876,2.991,-2.523,-0.6,-5.931,0.315,-0.763,-10.183,-11.444,-3.021,-5.615,-12.472,0.02,7.233,4.873,-10.569,-10.59,c
-2.116,0.854,-8.504,-1.272,-3.855,-0.773,-1.221,-1.017,-5.819,-2.513,-7.69,-2.96,-4.323,-7.436,-7.497,-6.297,-0.315,-3.774,-0.071,-3.784,2.502,2.808,2.035,-1.363,1.546,-0.305,-7.924,0.783,-3.489,-13.021,-9.196,4.272,-8.27,0.651,-9.094,1.017,-7.802,-2.879,-3.255,-1.516,-3.255,-8.779,-3.611,-1.923,-4.873,-8.046,-6.592,-2.899,3.479,-1.546,0.865,-4.954,0.315,-0.763,-8.23,-9.979,-3.021,-4.639,-11.495,0.02,7.233,4.873,-9.104,-9.613,c
-3.092,0.366,-7.039,-0.783,-4.344,-1.261,-1.709,-1.017,-5.819,-1.536,-7.202,-3.448,-4.812,-5.971,-7.009,-6.785,-0.315,-3.286,0.417,-2.808,2.991,3.296,3.011,0.102,3.011,0.183,-7.436,2.736,-1.048,-10.091,-7.731,3.784,-7.782,1.139,-8.606,1.994,-7.314,-2.391,-3.743,-1.516,-3.255,-8.291,-3.123,-1.923,-5.361,-6.093,-5.615,-3.876,3.967,-0.57,0.865,-3.977,0.315,-0.763,-6.765,-8.026,-3.021,-3.174,-9.542,1.485,7.721,5.361,-7.64,-9.125,c
-5.046,-1.587,-6.551,-1.76,-6.785,-2.726,-3.662,-1.506,-6.795,-2.024,-7.202,-4.425,-5.3,-5.971,-6.032,-6.297,-0.315,-2.797,0.417,-1.343,2.991,3.784,3.011,1.078,3.988,0.183,-6.948,4.69,-0.559,-9.115,-7.243,1.831,-8.759,0.163,-9.094,1.506,-6.337,-2.391,-6.185,-2.004,-3.743,-7.802,-3.611,-3.876,-7.314,-4.14,-6.104,-6.317,2.502,-0.081,-0.112,-3.001,0.315,-0.763,-7.253,-7.538,-4.486,-1.709,-8.565,2.95,8.209,5.849,-7.151,-8.636,c
-7.975,-4.517,-7.039,-3.225,-9.715,-5.168,-6.104,-2.97,-7.772,-2.024,-7.202,-4.913,-5.788,-7.436,-5.056,-6.297,-1.292,-2.309,-1.048,-1.343,2.502,3.784,1.546,1.567,3.988,-0.305,-8.413,4.69,-1.536,-10.091,-8.708,-0.122,-10.712,-1.79,-9.583,0.041,-5.849,-3.855,-9.115,-2.492,-4.232,-8.291,-4.1,-5.829,-8.779,-2.675,-6.592,-8.759,1.038,-0.081,-1.577,-3.977,-0.661,-0.763,-8.23,-9.003,-5.463,-2.197,-9.054,3.927,7.233,6.337,-8.616,-8.148,c
-9.44,-5.981,-7.039,-4.69,-11.18,-7.121,-7.568,-3.947,-8.748,-2.513,-7.202,-5.402,-6.276,-8.901,-4.567,-6.785,-1.78,-2.309,-2.024,-1.831,1.526,3.784,0.081,1.567,3.011,-0.793,-8.901,3.225,-3.489,-12.044,-9.684,-1.587,-11.688,-3.743,-9.583,-0.936,-5.361,-5.32,-11.068,-2.492,-4.72,-8.291,-4.1,-6.805,-9.755,-3.164,-7.568,-10.712,0.549,-0.57,-1.577,-4.466,-1.149,-0.763,-9.694,-11.444,-6.439,-3.174,-10.518,3.438,6.256,5.849,-9.593,-7.66,c
-9.928,-5.981,-6.063,-4.69,-11.668,-7.121,-7.08,-3.947,-8.26,-2.513,-6.714,-5.402,-5.788,-9.878,-4.567,-7.762,-2.268,-1.333,-1.536,-1.831,1.526,3.784,0.57,1.567,3.011,0.183,-7.436,2.736,-4.466,-13.021,-9.196,-1.099,-11.688,-3.743,-9.094,-0.936,-3.896,-7.273,-11.068,-2.004,-4.72,-8.291,-4.1,-6.317,-9.755,-4.14,-7.08,-10.712,1.038,-0.081,-0.112,-4.954,-1.638,-0.763,-8.718,-12.421,-5.951,-4.15,-11.007,2.95,6.256,5.361,-9.104,-7.66,c
-8.464,-4.517,-5.086,-3.713,-10.203,-5.168,-6.104,-1.994,-7.284,-2.024,-5.737,-4.425,-5.788,-9.389,-4.079,-10.203,-1.292,-0.356,0.905,-1.343,2.014,4.272,2.035,1.567,3.499,1.648,-4.995,3.225,-3.489,-10.579,-7.243,-0.61,-10.223,-2.767,-8.118,0.041,-3.896,-8.25,-9.603,-1.027,-3.743,-7.802,-3.123,-4.852,-8.291,-5.117,-5.127,-8.759,2.991,0.895,2.33,-3.489,-1.149,-0.275,-6.276,-10.956,-5.951,-2.686,-9.542,3.438,7.233,4.873,-7.151,-9.613,c
-6.999,-2.075,-4.598,-2.248,-7.762,-2.726,-4.15,-0.529,-5.33,-1.048,-4.272,-3.448,-4.812,-7.436,-3.103,-12.644,0.173,0.132,3.835,-0.366,2.991,4.761,4.476,2.543,4.964,4.089,-2.065,5.178,-1.048,-6.673,-3.825,-0.122,-8.759,-0.814,-7.141,1.506,-3.408,-7.273,-7.161,0.437,-2.767,-6.826,-1.17,-2.899,-5.849,-5.117,-2.686,-5.829,5.432,1.383,5.259,-2.024,-0.173,0.214,-2.858,-7.538,-5.463,0.244,-6.124,4.415,9.674,5.361,-3.733,-11.566,c
-4.557,0.854,-3.621,-0.783,-4.832,0.692,-1.709,0.936,-3.377,0.417,-2.808,-2.96,-3.835,-5.483,-1.149,-13.621,2.126,0.132,6.765,0.122,4.456,4.761,6.917,3.52,6.429,5.554,0.376,7.619,0.905,-3.743,-1.383,-0.122,-6.805,1.139,-5.188,2.97,-2.92,-5.32,-4.232,0.926,-1.302,-5.849,1.272,-0.946,-3.896,-4.628,-0.244,-2.899,7.385,1.872,7.212,-1.536,0.804,0.214,-0.417,-5.096,-4.486,3.174,-3.682,4.903,12.115,5.849,-1.292,-13.031,c
-1.628,3.296,-2.157,0.193,-1.902,2.645,-0.732,1.912,-1.912,0.905,-0.854,-2.472,-2.37,-4.506,1.78,-12.156,4.079,-0.356,9.206,0.122,4.944,4.272,8.382,3.031,6.429,6.042,2.33,8.596,2.37,-3.255,0.081,0.854,-4.852,2.604,-3.723,3.947,-1.455,-2.391,-1.302,1.414,0.651,-5.849,3.713,0.519,-1.943,-4.628,2.197,-0.458,9.338,0.895,8.677,-2.513,2.757,-0.275,1.048,-4.608,-3.998,5.127,-2.706,4.903,13.58,5.849,0.173,-11.078,c
0.814,4.761,-0.692,0.682,0.539,4.598,0.732,2.401,-0.448,0.417,1.099,-2.472,-0.417,-4.995,4.222,-8.738,6.521,-2.309,11.159,-1.343,5.432,3.296,9.359,2.055,5.941,4.578,3.794,8.108,2.858,-5.208,0.081,2.319,-2.899,3.092,-1.77,4.435,0.987,-0.926,1.139,0.926,2.604,-7.314,6.643,1.495,0.01,-5.117,4.15,1.984,10.803,-0.57,10.63,-3.977,3.733,-1.251,1.536,-6.073,-3.51,5.127,-3.194,3.927,14.557,5.849,0.173,-6.683,c
3.255,5.737,1.261,0.193,2.981,4.598,1.709,2.401,1.506,-0.559,3.052,-2.96,0.559,-6.46,6.663,-5.32,8.474,-4.262,13.112,-3.296,5.92,2.808,10.824,0.59,5.941,2.625,5.747,6.643,3.835,-6.673,0.081,4.272,-0.946,3.581,0.183,3.459,3.428,-1.414,3.092,-0.051,4.557,-9.267,8.596,1.495,0.987,-5.605,6.592,3.448,12.756,-1.546,13.56,-4.466,5.198,-2.228,2.513,-7.538,-3.51,4.639,-3.682,2.462,15.533,5.361,0.173,-2.289,c
4.72,5.737,3.215,-0.295,3.957,5.086,1.709,1.912,2.482,-1.536,5.493,-3.448,1.536,-6.948,7.64,-3.367,9.939,-6.215,15.554,-4.272,6.897,2.808,13.265,0.59,6.917,2.625,8.189,7.131,5.3,-4.72,1.546,6.226,1.007,3.581,2.136,2.97,5.87,-2.391,4.069,-1.516,6.022,-10.732,10.549,1.007,1.475,-5.605,9.033,3.937,15.198,-1.546,16.49,-3.489,5.686,-2.716,4.466,-6.561,-3.51,5.615,-2.218,2.462,16.51,5.849,1.638,0.641,c
5.697,6.714,5.168,0.193,3.957,5.086,0.732,1.424,2.97,-1.536,6.958,-4.425,1.536,-6.948,9.104,-3.367,10.915,-5.727,17.507,-3.296,7.874,3.296,15.706,1.567,8.382,5.066,11.119,8.596,7.741,0.163,4.964,7.69,2.472,4.069,3.113,2.97,7.334,-2.391,5.046,-2.004,7.487,-10.732,12.014,1.007,0.987,-5.117,11.963,3.937,16.174,-0.57,18.443,-2.024,6.175,-3.204,6.907,-3.143,-4.486,8.545,1.2,3.927,17.975,5.849,5.056,0.641,c
6.673,8.179,7.609,1.658,3.957,5.575,-0.244,1.912,2.97,-0.071,7.935,-4.913,1.536,-4.506,11.058,-3.855,11.403,-4.751,18.972,-1.343,8.362,4.272,17.171,3.52,10.335,8.972,14.048,11.037,10.183,4.557,8.87,9.155,3.937,5.534,4.578,4.435,9.288,-0.437,6.022,-1.516,7.975,-9.755,13.479,1.007,0.498,-4.14,14.404,4.425,16.663,0.895,19.419,-0.071,6.175,-2.716,10.325,1.251,-5.951,12.451,5.107,5.88,18.951,6.337,8.962,0.153,c
8.626,10.132,9.562,4.1,4.445,7.039,-1.221,3.377,2.97,2.37,9.399,-4.913,1.048,-1.088,13.987,-2.879,11.403,-3.774,19.46,1.099,7.874,4.761,16.683,4.496,10.335,12.878,16.001,12.99,11.648,6.999,11.312,11.108,4.913,7.487,5.554,6.388,11.241,2.492,7.975,-0.051,8.464,-7.314,14.455,1.495,-0.478,-2.187,15.381,4.913,15.686,1.383,18.931,1.394,6.175,-2.716,13.255,3.693,-6.927,14.893,8.036,6.368,18.463,6.337,11.403,1.129,c
10.091,11.597,11.027,6.053,4.934,8.016,-1.709,4.354,2.97,4.323,10.376,-4.425,1.048,1.353,16.917,-0.437,11.403,-2.797,18.483,2.075,7.385,4.761,14.73,4.496,8.87,14.832,16.49,12.502,11.159,6.022,12.288,12.573,6.378,9.44,6.531,8.341,13.194,4.934,9.44,0.926,8.952,-5.361,14.943,1.495,-0.478,0.743,16.357,5.402,14.709,1.872,17.466,1.394,5.686,-2.228,13.743,3.693,-7.416,15.381,8.525,5.391,16.51,5.361,12.38,3.571,c
10.579,12.085,11.027,7.029,5.422,8.993,-1.221,5.33,3.947,5.3,10.864,-3.937,2.024,2.818,17.893,2.492,10.915,-3.286,17.019,2.075,5.92,3.784,11.8,3.031,5.941,14.832,15.513,10.549,9.206,3.092,10.824,13.55,6.866,9.928,7.019,9.318,14.17,4.445,9.928,1.414,8.952,-4.873,14.455,2.472,0.498,3.184,15.869,5.89,12.756,0.895,16.001,0.417,5.686,-2.228,12.767,1.74,-6.927,13.916,7.06,2.95,14.069,3.896,10.915,6.5,c
9.603,11.597,10.05,6.053,5.422,8.993,-0.244,5.819,4.435,4.323,10.864,-3.448,3.001,2.818,16.917,4.445,10.427,-3.774,15.066,1.099,4.456,2.808,9.359,1.567,3.499,13.367,14.048,8.596,7.253,1.139,8.87,13.062,5.89,9.44,7.019,9.318,13.682,2.492,9.44,1.414,9.44,-5.849,13.967,2.96,1.963,5.137,15.381,5.89,10.803,0.407,13.56,-0.071,5.686,-2.716,10.813,0.275,-5.463,11.963,4.618,0.509,11.627,1.943,8.474,7.477,c
7.65,9.644,8.586,5.076,4.934,8.504,0.732,5.33,4.924,2.858,9.888,-2.96,3.489,1.353,13.987,3.957,9.45,-4.262,13.601,0.122,3.479,2.319,7.894,0.59,2.035,12.39,12.583,8.108,5.3,1.628,6.429,11.108,3.937,7.975,6.531,8.341,12.217,-0.437,7.487,1.414,8.952,-6.826,12.502,3.448,2.452,6.114,14.404,4.913,9.338,-0.081,12.095,-0.559,5.686,-2.228,8.372,0.763,-3.998,10.498,3.642,-0.468,10.162,1.455,6.521,5.524,c
